source,created_at,text,labeled_period,id
Android,2015-07-14T11:13:40Z,"Let Pete Rose into the Baseball Hall of Fame. It's time, he has paid a big and very long price!",1,72
Android,2015-07-14T14:06:38Z,I can't believe that President Obama isn't able or willing to make just one phone call to the family of Kate Steinle.Come on Pres-MAKE CALL!,1,73
Android,2015-07-16T10:10:17Z,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12.",1,74
Android,2015-07-16T10:18:31Z,"I hear @pennjillette show on Broadway is terrible. Not surprised, boring guy (Penn). Without The Apprentice,  show would have died long ago.",1,75
Android,2015-07-16T13:10:00Z,I loved firing goofball atheist Penn @pennjillette on The Apprentice. He never had a chance. Wrote letter to me begging for forgiveness.,1,76
Android,2015-07-16T13:14:15Z,I hope the boycott of @Macys continues forever. So many people are cutting up their cards. Macy's stores suck and they are bad for U.S.A.,1,77
Android,2015-07-17T09:44:29Z,Get rid of gun free zones. The four great marines who were just shot never had a chance. They were highly trained but helpless without guns.,1,78
iPhone,2015-07-17T16:36:57Z,I had thousands join me in New Hampshire last night! @HillaryClinton had 68. The #SilentMajority is fed up with what is going on in America!,1,79
Android,2015-07-18T13:37:55Z,The liberal clown  @ariannahuff told her minions at the money losing @HuffingtonPost to cover me as enterainment. I am #1 in Huff Post Poll.,1,80
Android,2015-07-18T13:44:28Z,It's driving @ariannahuff &amp; the money losing @HuffingtonPost post crazy that I am #1 in their poll and they only write bad stories about me!,1,81
Android,2015-07-18T13:49:36Z,Made a speech in Arkansas last night before a record GOP crowd. Great spirit and amazing people. MAKE AMERICA GREAT AGAIN!,1,82
Android,2015-07-18T13:57:21Z,Ratings starved @CNN and @CNNPolitics does not cover me accurately. Why can't they get it right - it's really not that hard!,1,83
Android,2015-07-18T14:03:49Z,The $10 billion (net worth) is AFTER all debt and liabilities. So simple to understand but @CNN &amp; @CNNPolitics is just plain dumb!,1,84
Android,2015-07-18T14:09:25Z,I am now in Iowa getting ready to speak. People are always amazed to find out that I am Protestant (Presbyterian). GREAT.,1,85
Android,2015-07-19T10:15:50Z,"John McCain called thousands of people ""crazies"" when they came to seek help on illegal immigration last week in Phoenix. He owes apology!",1,86
Android,2015-07-19T10:22:11Z,The Veterans Administration is in shambles and our veterans are suffering greatly. John McCain has done nothing to help them but talk.,1,87
Android,2015-07-19T21:03:06Z,"The Republican Party must get tougher and smarter, and fast, or it will go down to a very big defeat - just like the last two times!",1,88
Android,2015-07-19T21:06:45Z,I will be making some very big campaign stops next week - big crowds and tremendous  energy!  MAKE AMERICA GREAT AGAIN,1,89
Android,2015-07-20T23:27:55Z,"I will be interviewed on @oreillyfactor tonight at 8:00. Will be talking about the poor treatment of our veterans, illegal immigration, etc.",1,90
Android,2015-07-21T05:30:52Z,"Wow, new @ABCnews/@WashingtonPost @GOP preference poll has DonaldTrump 11 points up! Thank you.",1,91
Android,2015-07-21T11:55:43Z,"Just got great national poll numbers - double digit lead!  Thank you, we will all MAKE AMERICA GREAT AGAIN!",1,92
Android,2015-07-22T00:27:40Z,"Great day today in South Carolina. Fantastic capacity crowd, amazing people!",1,93
Android,2015-07-22T00:53:41Z,I hear a failing New York newspaper is going to publish one of my old cell phone numbers. So original - just one of many!,1,94
Android,2015-07-23T02:57:01Z,"Boycott @Macys, no guts, no glory. Besides, there are far better stores!",1,95
Android,2015-07-23T10:36:53Z,What a waste of time being interviewed by @andersoncooper when he puts on really stupid talking heads likeTim O'Brien-dumb guy with no clue!,1,96
Android,2015-07-23T13:22:55Z,Getting ready to lift off for Laredo. Will land at 1:OO P.M. Should be exciting and informative!,1,97
iPhone,2015-07-24T02:33:02Z,"Thoughts &amp; prayers with everyone in Lafayette, Louisiana this evening.",1,98
Android,2015-07-25T11:57:50Z,Getting ready to go to Iowa today. Big crowd - will be a great day!,1,99
Android,2015-07-25T12:09:05Z,Big poll just out by @TheEconomist has me in 1st. place by a lot. A great honor but we have a long way to go to MAKE AMERICA GREAT AGAIN!,1,100
Android,2015-07-25T13:16:32Z,The ultra liberal and seriously failing Des Moines Register is BEGGING my team for press credentials to my event in Iowa today-but they lie!,1,101
Android,2015-07-25T13:33:56Z,"Isn't it funny that I am now #1 in the money losing @HuffingtonPost (poll), and by a big margin. Dummy @ariannahuff must be thrilled!",1,102
Android,2015-07-27T23:57:37Z,Will be interviewed tonight on @seanhannity at 10:00. There is so much to talk about!,1,103
Android,2015-07-28T03:15:10Z,Thank you @scottienhughes for the great job you did on @CNN. Great energy and smarts! I will not let you down.,1,104
Android,2015-07-29T11:28:02Z,Public Policy Polling (PPP) has just come out with a major poll putting me #1 with Hispanics - leading all Republican candidates.Told you so,1,105
Android,2015-07-29T12:32:53Z,Lawyer Elizabeth Beck was easy for me to beat. Ask her clients if they are happy with her results against me. Got total win and legal fees.,1,106
Android,2015-07-29T12:40:14Z,".CNN &amp; @CNNPolitics  Lawyer Elizabeth Beck did a terrible job against me, she lost (I even got legal fees). I loved beating her,she was easy",1,107
Android,2015-07-29T12:56:35Z,So many people who know nothing about me are commenting all over T.V. and the media as though they have great D.J.T. insight. Know NOTHING!,1,108
Android,2015-07-29T13:54:28Z,Thank you @Morning_Joe for throwing the pathetic reporter from the failing and money losing Daily Beast off the air. Really cool!,1,109
Android,2015-07-29T13:58:36Z,I truly LOVE all of the millions of people who are sticking with me despite so many media lies. There is a great SILENT MAJORITY looming!,1,110
Android,2015-07-30T00:00:45Z,"I really like the Koch Brothers (members of my P.B. Club), but I don't want their money or anything else from them. Cannot influence Trump!",1,111
Android,2015-07-30T00:08:00Z,"Getting ready to leave for my GREAT resort, Turnberry, in Scotland. Hosting The Women's British Open (biggest tournament). Will be back Sat.",1,112
iPhone,2015-07-30T23:58:59Z,Thank you.  https://t.co/BbD9deWjbQ,1,113
iPhone,2015-07-31T00:00:58Z,Thank you for your service!  https://t.co/xBJ47fUXC0,1,114
iPhone,2015-08-01T14:33:09Z,Watch my interview with @ericbolling on @FoxNews today at 11:30AM ET,1,115
Android,2015-08-02T14:00:16Z,I wish good luck to all of the Republican candidates that traveled to California to beg for money etc. from the Koch Brothers. Puppets?,1,116
Android,2015-08-03T03:23:45Z,I will be interviewed on @foxandfriends tomorrow morning at 7:00. Enjoy!,1,117
Android,2015-08-03T09:58:59Z,"Bush is pretending that the ""Trump surge"" is great for him and the @nytimesworld is  reporting Bush ""delight"" - con job, a Bush nightmare!",1,118
Android,2015-08-04T00:44:29Z,Thank you @krauthammer for your nice comments on @oreillyfactor. A lot of progress is being made!,1,119
Android,2015-08-04T11:28:15Z,Will be interviewed on @Morning_Joe at 7:3O. Enjoy!,1,120
iPhone,2015-08-07T04:28:29Z,Wow! What a great honor from @DRUDGE_REPORT http://t.co/fokcASBVuN,1,121
iPhone,2015-08-07T04:40:55Z,#MakeAmericaGreatAgain #GOPdebate http://t.co/SNrr9YZmou,1,122
iPhone,2015-08-07T05:03:57Z,Thank you @TIME readers- a great honor! http://t.co/2KRx2TBETS,1,123
Android,2015-08-07T07:40:41Z,"Wow, @megynkelly really bombed tonight. People are going wild on twitter! Funny to watch.",1,124
Android,2015-08-07T07:53:46Z,"I really enjoyed the debate tonight even though the @FoxNews trio, especially @megynkelly, was not very good or professional!",1,125
Android,2015-08-07T09:15:53Z,"@TIME poll: @realDonaldTrump winner of last night's debate by wide margin.. 45% v.12% @RealBenCarson, 10% @JohnKasich http://t.co/mzR62luvWq",1,126
Android,2015-08-08T12:29:09Z,"So many ""politically correct"" fools in our country. We have to all get back to work and stop wasting time and energy on nonsense!",1,127
Android,2015-08-08T12:46:18Z,"Re Megyn Kelly quote: ""you could see there was blood coming out of her eyes, blood coming out of her wherever"" (NOSE). Just got on w/thought",1,128
Android,2015-08-08T19:38:59Z,"Wow, CNN just said that Donald Trump won the DEBATE, connected best with audience. Also, Time, Drudge, Newsmax, N.Y.Times and more!",1,129
Android,2015-08-08T20:40:17Z,"Almost universal support that ""Trump won the debate."" Only @FoxNews is consistantly fighting the Trump win, and I got them the ratings!",1,130
Android,2015-08-09T03:45:40Z,"Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money",1,131
Android,2015-08-09T19:06:21Z,"I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!",1,132
Android,2015-08-09T19:42:34Z,"It amazes me that other  networks seem to treat me so much better than @FoxNews. I brought them the biggest ratings in history, &amp; I get zip!",1,133
Android,2015-08-09T20:36:27Z,Wonderful Frank Gifford has just passed away at age 84. He was my friend and a truly great guy! Warmest condolences to family.,1,134
Android,2015-08-10T09:20:55Z,I will be interviewed on @TODAY Show at 7:00 A.M. and on Morning Joe at 7:20.,1,135
Android,2015-08-11T00:29:16Z,"Again, illegal immigrant is charged with the fatal  bludgeoning of a wonderful and loved 64 year old woman. Get them out and build a WALL!",1,136
Android,2015-08-11T00:41:58Z,Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!,1,137
Android,2015-08-11T00:58:57Z,We must stop the crime and killing machine that is illegal immigration. Rampant problems will only get worse. Take back our country!,1,138
Android,2015-08-11T01:03:56Z,Why is @RandPaul allowed to take advantage of the people of Kentucky by running for Senator and Pres. Why should Kentucky be back up plan?,1,139
Android,2015-08-14T21:02:23Z,"Making speech tonight in New Hampshire - leaving now. Fantastic people, fantastic crowd!",1,140
Android,2015-08-15T13:17:12Z,In the plane heading to Iowa State Fair. Will be great fun. Hopefully giving helicopter rides to some of the kids.,1,141
Android,2015-08-15T22:09:24Z,"Just got back from the Iowa State Fair. Record crowds, phenomenal people. Thank you IOWA, I will never let you down!",1,142
Android,2015-08-17T18:13:11Z,Why does @FoxNews keep George Will as a talking head? Wrong on so many subjects!,1,143
Android,2015-08-19T02:18:46Z,I am looking forward to being in New Hampshire tomorrow. The silent majority is taking our country back. We will MAKE AMERICA GREAT AGAIN!,1,144
Android,2015-08-20T01:48:21Z,"Just got back from New Hampshire. Amazing people, we all had a great time together!",1,145
iPhone,2015-08-20T02:23:31Z,Another great poll result! Thank you! http://t.co/loMirPFLIZ,1,146
iPhone,2015-08-20T02:34:45Z,Thank you New Hampshire! Together we will Make America Great Again! http://t.co/ovxQMw4kob,1,147
Android,2015-08-21T04:04:52Z,"@ABCPolitics must apologize. My statement ""we're going to get them out so fast, so quick"" applied to hard core criminals &amp; gang members. LIE",1,148
Android,2015-08-21T04:57:55Z,"We are going to make our country so strong again, so great again. No more ripping off the United States. We will MAKE AMERICA GREAT AGAIN!",1,149
Android,2015-08-21T05:03:29Z,Alabama will shine tomorrow. It will be a big and glorious day!,1,150
Android,2015-08-21T13:49:56Z,"Jeb Bush signed memo saying not to use the term ""anchor babies,"" offensive. Now he wants to use it because I use it. Stay true to yourself!",1,151
Android,2015-08-21T13:56:00Z,"How crazy - 7.5% of all births in U.S. are to illegal immigrants, over 300,000 babies per year. This must stop. Unaffordable and not right!",1,152
Android,2015-08-21T20:01:32Z,"Leaving for Mobile, Alabama, right now - can't be late!",1,153
Android,2015-08-21T20:06:26Z,Dow dives more than 500 points - down 9% from high. Be careful!,1,154
Android,2015-08-22T11:58:08Z,"Alabama was great last night, amazing people. 30,000 folks  was largest crowd of political season. Nice!",1,155
Android,2015-08-22T20:13:21Z,"I had 15,000 people in Phoenix but @politico said ""the rooms capacity is just over 2000."" But said Bernie  Sanders had 11,000 in same room.",1,156
Android,2015-08-22T20:18:59Z,Thank you to the @washingtonpost for the accurate and very discriptive  story on my speech in Alabama last night. It was a great evening!,1,157
Android,2015-08-22T20:23:47Z,How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!,1,158
Android,2015-08-22T20:28:50Z,"It has just been confirmed by  the City of Mobile, Alabama, that there were 30,000 people at last nights event, making it  #1for pol season.",1,159
Android,2015-08-22T21:22:03Z,"Now that I started my war on illegal immigration and securing the border, most other candidates are finally  speaking up. Just politicians!",1,160
Android,2015-08-22T22:19:05Z,"Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing.",1,161
Android,2015-08-22T22:27:37Z,Jeb Bush has a photoshopped photo for an ad which gives him a black left hand and much different looking body. Jeb just can't get it right!,1,162
Android,2015-08-23T10:39:52Z,"The last thing we need is another Bush in the White House. Would be the same old thing (remember ""read my lips, no more taxes""). GREATNESS!",1,163
Android,2015-08-23T11:01:19Z,"New Reuters Poll just came out and has me at 32%, highest number yet.The silent majority is back and we will MAKE AMERICA GREAT AGAIN!",1,164
Android,2015-08-24T13:30:48Z,"As I have long stated, we are so tied in with China and Asia that their markets are now taking the U.S. market down. Get smart U.S.A.",1,165
Android,2015-08-24T13:43:13Z,Markets are crashing - all caused by poor planning and allowing China and Asia to dictate the agenda. This could get very messy! Vote Trump.,1,166
Android,2015-08-25T01:50:30Z,I liked The Kelly File much better without @megynkelly. Perhaps she could take another eleven day unscheduled vacation!,1,167
Android,2015-08-25T02:57:09Z,"Jeb Bush never uses his last name on advertising, signage, materials etc. Is he ashamed of the name BUSH? A pretty sad situation. Go Jeb!",1,168
Android,2015-08-25T10:49:06Z,"In a clumsy move to get out of his ""anchor babies"" dilemma, where he signed that he would not use the term and now uses it, he blamed ASIANS",1,169
Android,2015-08-25T10:52:28Z,Asians are very offended that JEB said that anchor babies applies to them as a way to be more politically correct to hispanics. A mess!,1,170
Android,2015-08-25T12:39:01Z,"Jeb Bush just talked about my border proposal to build a ""fence."" It's not a fence, Jeb, it's a WALL, and there's a BIG difference!",1,171
iPhone,2015-08-25T19:01:19Z,"Great American heroes who averted an attack in France. THANK YOU! Spencer Stone, Anthony Sadler, &amp; Alex Skarlatos. http://t.co/5P0tX9Mq8u",1,172
iPhone,2015-08-25T19:47:52Z,Thank you @BillKristol. I am going to Make America Great Again!,1,173
Android,2015-08-25T20:07:35Z,"Heading to Iowa to a packed house. Just released polls, all first place, are amazing. Thank you!",1,174
Android,2015-08-26T04:34:51Z,Just got back from Iowa. Fantastic evening with truly fabulous people. Will be back again soon. Thanks!,1,175
Android,2015-08-26T04:38:46Z,"Will be interviewed on the @TODAYshow this morning at 7:00. Talking about politics, polls and whatever. Enjoy!",1,176
Android,2015-08-27T03:22:31Z,"Great job on @CNN tonight @heytana. We are all proud of you! Also, congrats on a great son - he is going places.",1,177
Android,2015-08-28T00:16:06Z,The crowd in South Carolina was amazing. We set records and had a great time. Will be back soon.,1,178
Android,2015-08-28T00:18:39Z,Will be interviewed on @Morning_Joe at 7:00 A.M. So much to talk about!,1,179
Android,2015-08-28T01:51:13Z,Great job tonight on @FoxNews Tony. I am with you all the way! Make America Great Again  @tperkins,1,180
Android,2015-08-28T22:59:26Z,Will be interviewed by @SarahPalinUSA tonight at 10:00 on OAN Network. Enjoy!,1,181
Android,2015-08-29T12:40:29Z,Great rally last night in Massachusetts. 2000 people at a house - must be a record! Unbelievable spirit to MAKE AMERICA GREAT AGAIN.,1,182
Android,2015-08-29T12:43:35Z,Leaving now for Tennessee. Big crowd!,1,183
Android,2015-08-29T12:45:55Z,"Wow, Jeb Bush just lost three of his top fundraisers - they quit!",1,184
Android,2015-08-31T10:27:56Z,Loved being with my many friends in Tennessee. The crowd and enthusiasm was fantastic. I won the straw poll big!,1,185
Android,2015-08-31T10:33:10Z,"Leading in the Bloomberg Iowa poll. Also, my favorability numbers went up at a record, almost unheard of, clip. Thank you Iowa!",1,186
Android,2015-08-31T11:52:44Z,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info",1,187
Android,2015-09-01T00:38:17Z,President Obama wants to change the name of Mt. McKinley to Denali after more than 100 years. Great insult to Ohio. I will change back!,1,188
Android,2015-09-01T00:43:46Z,150 Clinton E-mails still contain classified information. More sensitive when she was Sec.of State. This is a very big deal.,1,189
Android,2015-09-01T02:05:32Z,Just out - new PPP NATIONAL POLL has me in first place by a wide margin at 29%. I wonder why only @FoxNews has not reported this? Too bad!,1,190
Android,2015-09-01T09:39:38Z,The just released Public Policy Polling (PPP - national result) is the best yet. MAKE AMERICA GREAT AGAIN!,1,191
Android,2015-09-02T00:49:55Z,Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election,1,192
Android,2015-09-02T01:35:02Z,"Every Poll has me winning BIG.If you listen to dopey Karl Rove, a Trump hater, on @oreillyfactor, you would think I'm doing poorly. @FoxNews",1,193
Android,2015-09-02T02:05:52Z,"The president of the pathetic Club For Growth came to my office in N.Y.C. and asked for a ridiculous $1,000,000 contribution. I said no way!",1,194
Android,2015-09-02T02:15:06Z,"When I intelligently turned down The Club For Growth crazy request for $1,000,000, they got nasty.What a waste of money that would have been",1,195
Android,2015-09-02T10:24:39Z,Will be interviewed on @GMA this morning at 7:00. Thanks for the GREAT poll results!,1,196
Android,2015-09-03T02:35:23Z,The deal with Iran will go down as one of the most incompetent ever made. The U.S. lost on virtually every point. We just don't win anymore!,1,197
Android,2015-09-04T10:54:59Z,Will be on @Morning_Joe in 5 minutes - at 7:00. Enjoy!,1,198
Android,2015-09-05T12:05:31Z,"The Dallas event in two weeks, at the American Airlines Center, is filling up fast. Get your tickets fast,  before it is too late!",1,199
Android,2015-09-05T12:14:11Z,"Very low ratings radio host Hugh Hewitt asked me about Suleiman, Abu Bake al-Baghdad, Hassan Nasrallah and more - typical ""gotcha"" questions",1,200
Android,2015-09-05T12:20:39Z,"Why would a very low ratings radio talk show host like Hugh Hewitt be doing the next debate on @CNN. He is just a 3rd rate ""gotcha"" guy!",1,201
Android,2015-09-05T12:28:21Z,"Just announced that because of ""Trump"", advertising rates for debate on @CNN are going from $5000 to $200,000, a 4000% increase.PAY CHARITY?",1,202
Android,2015-09-05T17:51:40Z,"Wow, the Dallas event in two weeks looks like a big winner! Get your tickets (American Airlines Center) FAST!",1,203
Android,2015-09-05T21:33:28Z,"Saudi Arabia was ""vehemently"" against the Iran nuclear deal. Then today they embraced it. What happened? What did we give them to endorse?",1,204
Android,2015-09-05T21:36:41Z,"Hillary Clinton made a speech today using the biggest teleprompter I have ever seen. In fact, it wasn't even see through glass, it was black",1,205
Android,2015-09-05T21:42:32Z,"Hillary said such nasty things about me, read directly off her teleprompter...but there was no emotion, no truth. Just can't read speeches!",1,206
